con_H,con_W,B_As,T_As,stirrup,T_sur-T_As,S_sur-B_As,Total_L,sect_1_L,sect_2_L,sect_3_L,stirrup_1_L,stirrup_2_L,stirrup_3_L
350,250,3-D19,2-D13,D10,40,40,4800,1650,1500,1650,1650,1500,1650
